name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Maid of the Dead,29-02-2024,9076,20.39,149494.0,7.925857937636709,84,Indie,qureate,"qureate,IXILL LLC.",1868020
Project Demigod,01-02-2024,9426,20.39,148767.0,7.734520511375408,82,Indie,Fast Travel Games,Omnifarious Studios LLC,1646580
勾八狂想曲,16-07-2024,36043,05.39,147185.0,3.1321856073593546,93,Indie,勾八游戏,勾八游戏,2996200
Aeruta,15-05-2024,11532,15.39,146384.0,3.823862384264399,86,Indie,"GRAVITY GAME ARISE Co., Ltd.",FromDawn Games,2286780
MWNeus,12-08-2024,17079,11.39,146188.0,1.5783624783835415,85,Indie,CLLGames,CLLGames,2701210
"Sex, Please",24-05-2024,38909,06.39,145765.0,1.5732950377279882,74,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620
Shop Legends,03-02-2024,4881,0.0,145540.0,96.4889328536079,51,Indie,Cloudcade,Cloudcade,982300
Laughing to Die,10-04-2024,48759,05.39,145336.0,1.664247236383009,0,AA,Gamera Games,大吉利制作组,2182400
CD 2: Trap Master,28-03-2024,12111,15.39,144122.0,14.886709065862858,84,Indie,"ACE ENTERTAINMENT,Erabit",ACE ENTERTAINMENT,2330870
Center Station Simulator,05-04-2024,9795,18.35,144011.0,37.60065180814037,90,Indie,Nightmare Phoenix,Nightmare Phoenix,2823890
With Eyes Closed - Season 1,16-08-2024,13201,13.39,143830.0,2.62212839425719,80,Indie,Ker,Ker,2492780
Once a Porn a Time 2,15-06-2024,11016,15.39,143625.0,5.743886096291238,79,Indie,OPT Studio,OPT Studio,2735510
Hellbreach: Vegas,14-08-2024,16668,15.39,143445.0,3.6441777939194218,78,Indie,Iceberg Interactive,Infinity Ape Studios,1691320
I Am Part-time Worker!!,26-06-2024,27661,06.39,143115.0,1.1508789912695352,77,Indie,KomeFukuro,KomeFukuro,2985930
BORE BLASTERS,08-03-2024,19335,10.39,142092.0,7.815683895628099,84,Indie,8BitSkull,8BitSkull,2398170
Pool Cleaning Simulator,05-06-2024,14585,16.39,141787.0,5.968698775476018,70,Indie,"FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.",2165620
From Glory To Goo,02-04-2024,15469,12.39,140951.0,16.68310705082089,92,Indie,Stratagem Blue,Stratagem Blue,2607060
Solo leeching~35-Year-Old Magician Journey,21-06-2024,15751,11.39,140940.0,1.780681503149469,88,Indie,072 Project,アンクルおじ,2696070
Spectral Scream,28-08-2024,17856,10.39,140690.0,4.114998906714487,84,Indie,STOIC Ent.,STOIC Ent.,2620240
1 to 1 humanoid edible toys,07-08-2024,21002,08.39,140013.0,2.4110427035103563,95,Indie,无,"汉谟拉比炒面,我的屁是香哒",2976720
ASTRAL TALE-星界神話,07-01-2024,43217,0.0,138164.27473883974,104.18254808777462,39,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2591210
Ark of Charon,08-07-2024,7322,22.39,138039.0,15.685483626994415,83,Indie,SUNSOFT,"Angoo Inc.,SUNSOFT",2827810
And the Hero Was Never Seen Again,10-02-2024,11972,15.39,137489.0,7.030944723548148,90,Indie,Kagura Games,Circle Poison,2582660
United Penguin Kingdom,09-03-2024,12818,15.39,137453.0,9.254702087867598,79,Indie,"GrabTheGames,UpgradePoint",Turquoise Revival Games,2635350
First Dwarf,19-06-2024,7002,25.39.00,136381.0,4.20162183578225,71,Indie,"Star Drifters,4Divinity",Star Drifters,1714900
Multi Turret Academy,18-01-2024,17922,09.39,135974.0,10.859354431064316,97,Indie,Scarlet Academy,Scarlet Academy,1869270
A Twisted Path to Renown,06-06-2024,5416,30.39.00,135445.0,32.539100142740494,54,Indie,Game-Labs,Game-Labs,2304660
Repair this!,19-04-2024,13207,12.39,134665.0,7.129466789211678,88,Indie,hgiSoft,hgiSoft,2517200
clickyland,03-06-2024,30891,05.39,134579.0,3.507301277365972,84,Indie,Sokpop Collective,Sokpop Collective,2751050
BIOMORPH,05-04-2024,8327,20.39,134478.0,10.81047014652968,94,Indie,Lucid Dreams Studio,Lucid Dreams Studio,1430220
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,07-02-2024,3261,50.39.00,133582.0,11.676291704663813,90,Indie,PQube,MAGES. Inc.,2349140
Tunnel Escape,22-08-2024,8953,20.39,133472.0,7.871207655983875,83,Indie,Saikey Studios,Elzee,2908950
WARCANA,29-08-2024,8667,17.39,132527.0,9.17396185427534,0,AA,Team17,1000 Orks,2022930
Sunset Hills,20-08-2024,9067,18.39,132521.0,3.892424119059143,0,Indie,"Cotton Game,Asmik Ace, Inc.",Cotton Game,1791590
Liu Shan Maker,13-05-2024,15876,10.39,132333.0,2.356807953029711,81,Indie,"Playmeow,ACG creator",Xian,1997480
Casino Simulator,23-05-2024,21835,07.39,132078.0,5.142398956146814,91,Indie,Lodos Games,Lodos Games,2898270
Mirror of Heaven,01-06-2024,18183,09.25,131680.0,16.510882014762892,81,Indie,Leyo Games,EnjoyPlay Ltd,2180340
Gori: Cuddly Carnage,29-08-2024,8286,22.39,131175.0,4.812221953692276,98,Indie,"Wired Productions,CouchPlay Interactive (Greater China)",Angry Demon Studio,1299690
Churn Vector,11-01-2024,11565,15.39,130913.0,11.39826729620468,91,Indie,Naelstrof,"Naelstrof,Eugene,Archival",2686900
Pine Harbor,25-04-2024,10750,17.9,129987.0,1.798743259643329,66,Indie,Vision Forge Team,Vision Forge Team,2448030
Chornobyl Liquidators,06-06-2024,8056,20.39,129800.0,3.827632608126103,43,Indie,Frozen Way,Live Motion Games,1113010
Anomaly Exit,31-03-2024,23968,06.39,129211.0,1.370028927181579,92,Indie,ExamlGuy,ExamlGuy,2232600
Rift Wizard 2,24-03-2024,9029,18.39,129153.0,28.482707470589677,94,Indie,Dylan White,Dylan White,2058570
Magic Research 2,21-05-2024,24898,06.39,128483.0,75.52942605437786,95,Indie,Maticolotto,Maticolotto,2864890
Potions: A Curious Tale,07-03-2024,7522,20.39,127676.0,4.2824884665923,91,Indie,Stumbling Cat,Stumbling Cat,378690
Happy Sheepies,08-07-2024,12053,13.39,126481.0,4.561630918417058,82,Indie,Berker Games,Berker Games,2860450
Kādomon: Hyper Auto Battlers,25-03-2024,15364,10.39,126462.0,9.378672564556648,69,Indie,Fireshine Games,Dino Rocket,2125540
Kitchen Crisis,02-04-2024,9362,15.39,126302.0,13.785406431198403,76,Indie,Team Samoyed,Team Samoyed,2118250
My Holiness the Gobliness,16-05-2024,18918,08.39,125882.0,1.8054321828185629,90,Indie,"Mango Party,Mango Party News",BFGS,2176570
Ratten Reich,09-08-2024,8439,20.39,124545.0,1.4585582074543249,0,Indie,Crytivo,METALLADLERSTUDIO,1717250
Dungeon Keeper™ 2,07-03-2024,58372,05.39,124273.0,10.70984715281564,96,AAA,Electronic Arts,Bullfrog Productions,2616460
Kitsune Tails,01-08-2024,7489,20.39,124094.0,3.0682539451863797,99,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260
Don't Shout Together,14-06-2024,31887,05.39,124033.0,0.9848114232700108,33,Indie,SinisterGames,SinisterGames,2625510
Everafter Falls,20-06-2024,7341,20.39,123977.0,25.153398258825927,90,Indie,Akupara Games,SquareHusky,1416960
DEVIL BLADE REBOOT,23-05-2024,9966,16.39,123743.0,4.484006580046724,100,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440
Just Xiangqi,15-01-2024,18233,10.39,122952.0,10.496655937885572,86,Indie,Studio Amateur,Studio Amateur,2248180
突然＊恋人,19-04-2024,7912,30.39.00,122358.0,12.145729938421471,0,Indie,HIKARI FIELD,SMEE,2510810
Fruit Mountain,17-03-2024,15541,09.39,122090.0,11.539945662135423,0,Indie,BeXide Inc.,BeXide Inc.,2753620
Blacksmith. Song of two Kings.,13-02-2024,6428,25.39.00,121847.0,12.88320570542318,81,Indie,Pavel Leksin,Pavel Leksin,2531370
云岚九歌,01-02-2024,8734,0.0,120624.0,53.76316775277071,83,Indie,云岚九歌,云岚九歌,2685430
ServiceIT: You can do IT,04-03-2024,11704,13.39,119970.0,3.2941349420416337,75,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730
Heroes Wanted,11-06-2024,12366,20.39,119956.0,22.056278066296468,85,Indie,Gameplete,Gameplete,2667410
The Crush House,09-08-2024,8491,17.39,119615.0,4.720167640168312,76,AA,Devolver Digital,Nerial,2337820
Bounty: Drag Racing,24-05-2024,8324,25.39.00,119403.0,29.086758428949786,90,Indie,KODgames,KODgames,1803390
Zet Zillions,23-05-2024,14513,10.39,118127.0,11.015760970625273,89,AA,Raw Fury,OTA IMON Studios,2229560
天呐！找不到真爱就扑街！,30-05-2024,20613,07.39,117466.0,5.547836570388897,85,Indie,國王互娛King Interactive,國王互娛King Interactive,2817690
#BLUD,18-06-2024,5557,25.39.00,117246.0,6.316958418986393,76,AA,Humble Games,Exit 73 Studios,1921480
Rustil: Eternal Labyrinth Castle,25-04-2024,9425,15.39,117115.0,6.726593259880232,71,Indie,KTMG LLC.,KIC Games,2162820
黄毛漂流记,05-02-2024,84506,02.39,117047.0,2.9681194503239188,0,Indie,BalloonsGame,BalloonsGame,2535770
Diabotical Rogue,04-06-2024,8314,20.39,116875.0,12.374667067893927,79,Indie,GD Studio Inc,GD Studio Inc,2805060
The Devil Within: Satgat,09-04-2024,7093,20.39,116681.0,5.86608812156575,0,Indie,"Newcore Games,Astrolabe Games",Newcore Games,1802880
Rock Star Life Simulator,26-02-2024,11394,12.49,116257.0,5.247893236442482,93,Indie,HOGO Games,HOGO Games,2530950
Artifact Seeker: Resurrection,26-07-2024,21260,09.39,115933.0,7.560146965041439,85,Indie,Lynkpin Game,Lynkpin Game,3054610
Supernormal,08-01-2024,16944,08.39,115876.0,1.644515685236371,69,Indie,Hitori de Productions,Hitori de Productions,2532430
Psalm 5:9-13,13-03-2024,34932,04.39,114851.0,0.5496443790101976,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220
Pathfinder: Gallowspire Survivors,04-04-2024,23803,07.39,114460.0,6.935692979085918,64,Indie,BKOM Studios,BKOM Studios,2388460
What the Fog,14-05-2024,25501,05.39,114434.0,2.3208439147496027,0,AA,Behaviour Interactive Inc.,Behaviour Interactive Inc.,2139020
Horticular,11-07-2024,7084,20.39,114045.0,8.426789375719885,95,Indie,Slug Disco,inDirection Games,1928540
Sovereign Syndicate,15-01-2024,7160,20.39,113468.0,8.545574708566374,86,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920
Tales of Spark,04-02-2024,12900,14.39,113195.0,14.51652826490311,85,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390
Fatal Countdown - immoral List of Desires,09-04-2024,12388,11.39,113186.0,1.786202605335042,83,Indie,"Playmeow,ACG creator",Secret Garden,1987980
Stellar Settlers: Space Base Builder,11-03-2024,12644,12.39,112737.0,2.8593045181380656,88,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570
SimCity™ 3000 Unlimited,07-03-2024,47101,05.39,112651.0,7.697533717458039,86,AAA,Electronic Arts,Maxis,2741560
Let's Go! My Harem Farm,21-06-2024,9267,15.39,112505.0,5.636361336203013,81,Indie,OTAKU Plan,XO_PROJECT,2659960
Personal Trainer,27-05-2024,10501,13.39,112150.0,4.550002496678145,81,Indie,Udder Yeti,Domiek,2385140
Dream Tactics,15-04-2024,8069,18.39,112147.0,13.108250723006284,94,Indie,indie.io,Spectra Entertainment Inc.,1897650
Ova Magica,23-07-2024,5364,25.39.00,111979.0,22.50564236018926,0,Indie,"Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev",1299170
Spirit Hunter: Death Mark II,15-02-2024,2783,50.39.00,111912.0,11.417801959194982,98,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800
Seifuku Kanojo,02-04-2024,5488,30.39.00,111658.0,9.261170262539688,83,Indie,HIKARI PULSE,Entergram,2673490
Oriental Valley,25-04-2024,7846,18.39,111604.0,9.214083597671644,86,Indie,ETime Studio,猫多游戏,2201930
Space Prison,18-07-2024,6673,20.39,111599.0,8.315043071342291,88,Indie,Firesquid,Wooden Alien,1865930
Whispered Promises ~ 14 Days of Love with Anna,14-02-2024,8872,16.39,111150.0,1.8763832771371465,93,Indie,072 Project,OMNIS,2507840
Throne of Bone,08-04-2024,7755,17.39,110885.0,12.912109890722832,92,Indie,Windmill Slam,Windmill Slam,1866630
Love X Crotch X GYM,29-03-2024,8753,16.39,110745.0,2.402291570090048,83,Indie,072 Project,"奶油貓工作室,バター貓スタジオ",2430700
Pesticide Not Required,18-03-2024,20018,6.5,110721.0,8.986554446747627,94,Indie,Jampacked Games,Jampacked Games,2479320
Dragon Is Dead,07-06-2024,6489,20.39,109973.0,8.952984705381535,77,Indie,"PM Studios, inc.",TeamSuneat,2803280
Gourdlets,15-08-2024,29540,05.39,109304.0,4.510849803181503,95,Indie,"Future Friends Games,AuntyGames",AuntyGames,2013730
Unreal Lust Theory,29-03-2024,22266,08.39,108802.0,1.6062343921411546,74,Indie,Inceton games,Inceton games,2573100
Escape from the Room of the Serving Doll,18-06-2024,18575,07.39,108603.0,1.2631172015065026,87,Indie,Playmeow,桃山プロダクション,2442390
NTR'd By Clumsiness,15-05-2024,20401,07.39,108551.0,2.2641617236393574,80,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction,2277300
Rogue Voltage,10-05-2024,8150,16.39,108249.0,8.035693626041311,93,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik,1494560
The Braves,03-05-2024,35671,0.0,107932.0,37.56037743623871,65,Indie,101XP,101XP GAME STUDIOS,2479830
The Political Machine 2024,02-05-2024,5997,20.39,107442.0,9.375262746564824,71,Indie,Stardock Entertainment,Stardock Entertainment,2512090
Lootun,14-05-2024,23003,05.49,107153.0,64.13552450605829,94,Indie,ArrowSoftGames,ArrowSoftGames,1960270
Stellar Initiative,27-05-2024,12661,10.39,106342.0,7.096431675244657,72,Indie,Five Head Games,Five Head Games,2529080
Baladins,15-05-2024,5066,25.39.00,106200.0,3.3563584876458874,84,Indie,Armor Games Studios,Seed by Seed,1866320
Of Life and Land,02-04-2024,5200,25.39.00,106071.0,8.470716159988035,93,Indie,"Kerzoven,Metaroot",Kerzoven,1733110
Aero GPX,06-08-2024,6739,20.39,105983.0,4.249184101788392,99,Indie,Aaron McDevitt,Aaron McDevitt,2160360
Trinity Survivors,02-05-2024,13772,10.39,105834.0,6.141025061148281,78,Indie,"Flyway Games, Inc.","Flyway Games, Inc.",2686580
Old School Rally,18-07-2024,12741,10.39,105556.0,3.3328854130189614,93,Indie,Astrolabe Games,Frozen Lake Games,2824660
Factory Outlet Simulator,15-07-2024,12466,11.39,105087.0,12.264593888983066,87,Indie,PISHO,PISHO,2981590
Sandwalkers,19-06-2024,6527,20.39,104827.0,8.163045434052988,75,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio,1639080
Craftomation 101: Programming & Craft,19-02-2024,13458,10.39,104104.0,12.247192066961416,88,Indie,Luden.io,Luden.io,1724140
Deadrock Redemption,04-04-2024,8414,15.39,103914.0,1.9315781914925252,67,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2753270
Dungeon Travelers: To Heart 2 in Another World,14-02-2024,7032,20.39,103875.0,26.40898855646969,89,Indie,"DMM GAMES,Shiravune",AQUAPLUS,1901620
Dustland Delivery,11-07-2024,16038,08.39,103498.0,16.13021138305583,93,Indie,Farlight Games,Neutron Star Studio,2943280
Saki and the Crucible of Debauchery,25-07-2024,13943,09.39,103268.0,2.3790812982022453,96,Indie,"Mango Party,Mango Party News",ofuroworks,2652500
The Tribe Must Survive,23-05-2024,6191,25.39.00,103232.0,9.08482471233303,72,Indie,Starbreeze Entertainment,Walking Tree Games GmbH,1729940
PMC Promiscuity,18-05-2024,6029,20.39,103206.0,4.655877506903089,91,Indie,Overseer Division,"Shuuko,Amber Fiend",2738670
Mashiroiro Symphony HD -Love is Pure White-,01-05-2024,4565,40.39.00,103113.0,16.50014475843828,85,Indie,Shiravune,Palette,2737970
Princess Maker 2 Regeneration,10-07-2024,3127,40.39.00,103057.0,5.284493425227376,62,Indie,Bliss Brain,"Bliss Brain,Monkey Craft",2311530
Kakuriyo Village ~Moratorium of Adolescence~,21-03-2024,5302,25.39.00,102837.0,3.703153793078795,85,Indie,BokiBoki Games,I'm moralist,2326590
Beneath the Mountain,05-03-2024,5490,25.39.00,102217.0,10.58303889083662,67,Indie,Gameclaw Studio,Omnis Rector Studios,1728840
Serum,23-05-2024,5714,25.39.00,101998.0,4.520200688637722,59,Indie,Toplitz Productions,Game Island,1610520
Personal Study,15-04-2024,14975,08.39,101925.0,1.8344642000474296,90,Indie,ArcaneSpoon,ArcaneSpoon,2878000
Deathless. Tales of Old Rus,18-06-2024,5280,25.39.00,101371.0,12.004932786153772,88,Indie,1С-777 Limited,1C Game Studios,2727210
The Great Rebellion,01-02-2024,6274,20.39,101324.0,3.919736996924976,99,Indie,AIP,Kvltgames,2732820
Backrooms Break,24-04-2024,13850,09.39,101261.0,1.747438412475688,71,Indie,Jan Jileček,Jan Jileček,2248330
Turbo Kid,09-04-2024,6185,20.39,101051.0,9.214640817798797,96,Indie,Outerminds Inc.,Outerminds Inc.,1733250
Don't Disturb Your STEPMOM,20-06-2024,8550,14.39,100118.0,2.188715860354927,68,Indie,Lemonhaze Game Studio,Lemonhaze Studio,2937910
Fallen Young Wife~Netorare H without telling her husband~,03-05-2024,10217,12.39,99794.0,0.9473265220608578,75,Indie,072 Project,瀧壺チャンネル,2717310
"Love, Ghostie",14-08-2024,5937,20.39,99704.0,3.727087878172361,97,Indie,"Janbeh Games, LLC","Janbeh Games, LLC",1789490
Paper Trail,21-05-2024,6971,20.39,99360.0,4.517925370173087,0,Indie,Newfangled Games,Newfangled Games,1889740
Underspace,10-04-2024,6301,20.39,99105.0,16.03857155052236,83,Indie,Camlann Games,Pastaspace Interactive,1111930
Humans are not that against Lizardwomen,06-04-2024,52018,04.39,98977.0,2.73542716292518,94,Indie,Horny Capybara Studio,Hue Axis Entertainment,2715650
Star Command Galaxies,28-08-2024,7879,15.39,98718.0,5.326777990161925,44,Indie,Warballoon,Warballoon,402160
Nightmare: The Lunatic,31-03-2024,8560,17.39,98647.0,12.420812923843696,90,Indie,Maetdol Games,Maetdol Games,1842730
Bears In Space,22-03-2024,6160,20.39,98573.0,9.076366799930872,96,Indie,Ravenscourt,Broadside Games,1309620
ALTF42,04-06-2024,25211,08.39,98378.0,4.830693338953039,75,Indie,GRAVITY,PUMPKIM,2187230
B-17 Flying Fortress : The Mighty 8th Redux,25-01-2024,7611,15.39,97527.0,10.442652231942674,66,Indie,MicroProse Software,MicroProse Software,2000800
TrinityS,25-04-2024,9630,15.39,97404.0,7.425199078752663,75,Indie,Phoenixx Inc.,Indie-us Games,1584690
Slave Zero X,21-02-2024,4603,25.39.00,97228.0,6.396802075195478,85,Indie,Ziggurat,Poppy Works,1903910
Crestfallen: Medieval Survival,17-07-2024,8635,15.39,97203.0,9.388145547654238,69,Indie,Bloodbath Studios,Bloodbath Studios,2293680
My Pleasure - Season 3,28-03-2024,6301,19.39,95671.0,6.129136649681638,79,Indie,Tasty Pics Studio,Tasty Pics Studio,2610080
Kingsgrave,17-04-2024,13324,10.39,95478.0,3.649236971474798,78,Indie,Alawar,Egg or Chicken Games,2644360
Dishwashing Simulator,03-04-2024,12031,10.39,94839.0,4.485264365334047,90,Indie,Frinky,"Frinky,Frosty",2747780
I'm counting to 6...,26-01-2024,17098,07.39,94804.0,0.8322044494652961,86,Indie,EMIKA_GAMES,EMIKA_GAMES,2717260
Roundscape Adorevia,02-08-2024,6901,16.39,94711.0,9.85695666419018,80,Indie,Arvus Games,Arvus Games,2986400
Abyss School,19-01-2024,26289,04.39,94355.0,4.04024775680354,91,Indie,eTIRUe,eTIRUe,2473710
Raw Metal,19-03-2024,5335,20.39,93469.0,6.009124128377369,89,Indie,Team Crucible,Team Crucible,2279600
异常情绪回收组,28-01-2024,10151,11.39,93379.0,12.301525684306291,85,Indie,墨元素,墨元素,2597460
全民街篮,30-05-2024,31422,0.0,92977.0,11.40682578170852,76,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020
Sumerian Six,02-09-2024,3437,30.39.00,92768.0,5.230193368366318,96,AA,Devolver Digital,Artificer,1429850
Open Roads,28-03-2024,6252,20.39,92665.0,2.2164894237313963,76,AA,Annapurna Interactive,Open Roads Team,1497360
Cybernetic Seduction - Season 1,03-05-2024,8497,13.39,92662.0,6.853151087871319,90,Indie,1Thousand,1Thousand,2724540
Idle Fishing,24-05-2024,46667,0.0,92146.0,46.04458467925279,77,Indie,AO Games,AO Games,2725560
Unveiling the Unknown,07-05-2024,6254,18.39,91150.0,8.885718977731928,90,Indie,TwistedScarlett60,TwistedScarlett60,2960590
STUFFED,16-06-2024,11270,13.39,90795.0,2.6069873728185837,81,Indie,TheGamePublisher.com,Waving Bear Studio,1243200
Legendary Hoplite,02-02-2024,7587,15.39,90751.0,10.566538403468464,70,Indie,Ravenage Games,TripleBricksGames,1479810
Minimalist Tower Defense,25-01-2024,27004,05.39,90620.0,16.989870723384826,94,Indie,HappyFairy213,HappyFairy213,2617400
Uncover the Smoking Gun,23-06-2024,5276,20.39,90446.0,5.377597908456318,97,Indie,ReLU Games,ReLU Games,2492290
Roots of Yggdrasil,06-09-2024,9225,13.39,90157.0,6.853841751565168,92,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment,2071430
TOKYO PSYCHODEMIC,29-05-2024,1813,55.39.00,89539.0,5.858585549228073,24,Indie,GRAVITY,GRAVITY GAME ARISE,2397140
SPY×ANYA: Operation Memories,27-06-2024,2168,50.39.00,88877.0,8.19216012169394,90,AAA,Bandai Namco Entertainment,GrooveBoxJapan,2170370
Creatures of Ava,07-08-2024,4284,25.39.00,88683.0,5.758266728274435,93,AA,11 bit studios,Inverge Studios,2304440
Archaelund,08-01-2024,4922,20.39,88551.0,18.604325863989,87,Indie,4 Dimension Games,4 Dimension Games,1082970
Age of Defense,29-07-2024,13157,15.39,88271.0,6.622342614987855,78,Indie,Valkyrie Initiative,Battlecruiser Games,603320
Never Mourn,13-05-2024,9965,15.39,87827.0,4.190220142970112,89,Indie,"Poysky Productions,Light Up Games",Primal Seed,1839820
Vampire: The Masquerade - Justice,06-02-2024,4111,30.39.00,87251.0,2.884838067963121,68,Indie,Fast Travel Games,Fast Travel Games,2431700
The Mobius Machine,01-03-2024,4524,25.39.00,87128.0,10.283281637117136,83,Indie,Madruga Works,Madruga Works,2281940
